City,Attraction,Type,Latitude,Longitude,Indoor/Outdoor
Moscow,Moscow Circus on Tsvetnoy Boulevard,Entertainment,55.7710,37.6230,Indoor
Moscow,Muzeon Park,Park,55.7402,37.6021,Outdoor
Moscow,State Historical Museum,Indoor,55.7530,37.6200,Indoor
Moscow,Victory Park,Park,55.7200,37.5050,Outdoor
Rio de Janeiro,Christ the Redeemer,Landmark,-22.9519,-43.2105,Outdoor
Rio de Janeiro,Sugarloaf Mountain,Landmark,-22.9486,-43.1566,Outdoor
Rio de Janeiro,Copacabana Beach,Beach,-22.9711,-43.1822,Outdoor
Rio de Janeiro,Ipanema Beach,Beach,-22.9839,-43.2042,Outdoor
Rio de Janeiro,Tijuca National Park,Park,-22.9471,-43.2523,Outdoor
Rio de Janeiro,Maracanã Stadium,Sports,-22.9122,-43.2302,Outdoor
Rio de Janeiro,Lapa Arches,Historic,-22.9111,-43.1818,Outdoor
Rio de Janeiro,Museum of Tomorrow,Museum,-22.8958,-43.1800,Indoor
Rio de Janeiro,Rio de Janeiro Botanical Garden,Park,-22.9678,-43.2255,Outdoor
Rio de Janeiro,Sambadrome,Entertainment,-22.9086,-43.1829,Outdoor
Rio de Janeiro,Candelária Church,Historic,-22.9089,-43.1750,Indoor
Rio de Janeiro,Selarón Steps,Landmark,-22.9125,-43.1896,Outdoor
Rio de Janeiro,Flamengo Park,Park,-22.9121,-43.1846,Outdoor
Rio de Janeiro,Pedra da Gávea,Landmark,-22.9960,-43.2510,Outdoor
Rio de Janeiro,Rio Sul Shopping Mall,Shopping,-22.9390,-43.1770,Indoor
Rio de Janeiro,National Museum of Brazil,Museum,-22.9035,-43.1796,Indoor
Rio de Janeiro,Arpoador,Beach,-22.9878,-43.1941,Outdoor
Rio de Janeiro,Prainha Beach,Beach,-23.0070,-43.4176,Outdoor
Rio de Janeiro,Lagoa Rodrigo de Freitas,Park,-22.9767,-43.2251,Outdoor
Rio de Janeiro,Hipódromo da Gávea,Sports,-22.9840,-43.2442,Outdoor
Rio de Janeiro,Imperial Palace of Rio,Historic,-22.9064,-43.1792,Indoor
Rio de Janeiro,Rio Art Museum,Museum,-22.8952,-43.1801,Indoor
Rio de Janeiro,Parque Lage,Park,-22.9584,-43.2288,Outdoor
Rio de Janeiro,Rio Planetarium,Indoor,-22.9375,-43.2001,Indoor
Rio de Janeiro,Museu de Arte Moderna,Indoor,-22.9222,-43.1794,Indoor
Rio de Janeiro,Arcos da Lapa,Landmark,-22.9125,-43.1896,Outdoor
Rio de Janeiro,Ilha Fiscal,Historic,-22.9020,-43.1726,Indoor
Rio de Janeiro,Cidade Maravilhosa Boardwalk,Recreation,-22.9711,-43.1822,Outdoor
Rio de Janeiro,Pedra Bonita,Landmark,-22.9872,-43.2628,Outdoor
Rio de Janeiro,Rio Zoo,Park,-22.9366,-43.2590,Outdoor
Rio de Janeiro,Rocinha Favela Tour,Tour,-22.9320,-43.2500,Outdoor
Rio de Janeiro,Prainha do Recreio,Beach,-23.0010,-43.4110,Outdoor
Rio de Janeiro,Copacabana Fort,Historic,-22.9611,-43.1700,Indoor
Cairo,Giza Pyramids,Historic,29.9792,31.1342,Outdoor
Cairo,Sphinx,Historic,29.9753,31.1376,Outdoor
Cairo,Egyptian Museum,Museum,30.0478,31.2336,Indoor
Cairo,Khan el-Khalili,Market,30.0476,31.2625,Outdoor
Cairo,Al-Azhar Mosque,Historic,30.0478,31.2625,Indoor
Cairo,Citadel of Saladin,Historic,30.0298,31.2612,Outdoor
Cairo,Hanging Church,Historic,30.0471,31.2613,Indoor
Cairo,Islamic Cairo,Neighborhood,30.0480,31.2615,Outdoor
Cairo,Cairo Tower,Landmark,30.0459,31.2243,Outdoor
Cairo,Saqqara,Historic,29.8710,31.2165,Outdoor
Cairo,Mokattam Hills,Landmark,30.0017,31.3071,Outdoor
Cairo,Museum of Islamic Art,Museum,30.0520,31.2444,Indoor
Cairo,Zamalek,Neighborhood,30.0610,31.2235,Outdoor
Cairo,Al-Hussein Mosque,Historic,30.0478,31.2621,Indoor
Cairo,Coptic Museum,Museum,30.0484,31.2611,Indoor
Cairo,Abdeen Palace,Historic,30.0592,31.2461,Indoor
Cairo,El-Moez Street,Historic,30.0476,31.2624,Outdoor
Cairo,Al-Azhar Park,Park,30.0460,31.2620,Outdoor
Cairo,Roman Amphitheatre,Historic,30.0490,31.2610,Indoor
Cairo,Tahrir Square,Landmark,30.0444,31.2357,Outdoor
Cairo,Nile River Cruise,Recreation,30.0444,31.2357,Outdoor
Cairo,City of the Dead,Historic,30.0640,31.2750,Outdoor
Cairo,Al-Fayoum Oasis,Landmark,29.3083,30.8425,Outdoor
Cairo,Cairo Opera House,Theater,30.0615,31.2234,Indoor
Cairo,Mokattam Monastery,Historic,30.0010,31.3080,Indoor
Buenos Aires,Obelisco,Landmark,-34.6037,-58.3816,Outdoor
Buenos Aires,Teatro Colon,Theater,-34.6034,-58.3838,Indoor
Buenos Aires,Plaza de Mayo,Landmark,-34.6080,-58.3700,Outdoor
Buenos Aires,Casa Rosada,Historic,-34.6080,-58.3700,Indoor
Buenos Aires,Cemetario de la Recoleta,Historic,-34.5880,-58.3962,Outdoor
Buenos Aires,Palermo Soho,Neighborhood,-34.5830,-58.4300,Outdoor
Buenos Aires,Recoleta Cemetery,Historic,-34.5880,-58.3962,Outdoor
Buenos Aires,Barrio La Boca,Neighborhood,-34.6341,-58.3640,Outdoor
Buenos Aires,Caminito Street,Landmark,-34.6346,-58.3641,Outdoor
Buenos Aires,MALBA,Museum,-34.5870,-58.3993,Indoor
Buenos Aires,Buenos Aires Zoo,Park,-34.5722,-58.4315,Outdoor
Buenos Aires,Puerto Madero,Neighborhood,-34.6075,-58.3633,Outdoor
Buenos Aires,San Telmo Market,Market,-34.6173,-58.3732,Indoor
Buenos Aires,Floralis Genérica,Landmark,-34.5733,-58.4200,Outdoor
Buenos Aires,Luna Park Arena,Entertainment,-34.6037,-58.3730,Indoor
Buenos Aires,Parque Tres de Febrero,Park,-34.5731,-58.4291,Outdoor
Buenos Aires,Plaza Francia,Park,-34.5882,-58.3968,Outdoor
Buenos Aires,Cabildo de Buenos Aires,Historic,-34.6080,-58.3700,Indoor
Buenos Aires,Manzana de las Luces,Historic,-34.6090,-58.3780,Indoor
Buenos Aires,Puerto Madero Waterfront,Recreation,-34.6080,-58.3640,Outdoor
Buenos Aires,Casa de Gobierno,Historic,-34.6080,-58.3700,Indoor
Buenos Aires,Parque Patricios,Park,-34.6400,-58.3950,Outdoor
Buenos Aires,Centro Cultural Kirchner,Cultural,-34.6081,-58.3712,Indoor
Buenos Aires,Puente de la Mujer,Landmark,-34.6075,-58.3633,Outdoor
Buenos Aires,San Martin Square,Landmark,-34.5950,-58.3810,Outdoor
Delhi,Red Fort,Historic,28.6562,77.2410,Indoor
Delhi,Qutub Minar,Historic,28.5244,77.1855,Outdoor
Delhi,India Gate,Landmark,28.6129,77.2295,Outdoor
Delhi,Lotus Temple,Historic,28.5535,77.2588,Indoor
Delhi,Humayun's Tomb,Historic,28.5933,77.2507,Indoor
Delhi,Akshardham Temple,Historic,28.6126,77.2773,Indoor
Delhi,Jama Masjid,Historic,28.6507,77.2334,Indoor
Delhi,Raj Ghat,Historic,28.6448,77.2588,Outdoor
Delhi,Connaught Place,Neighborhood,28.6329,77.2197,Outdoor
Delhi,Chandni Chowk,Market,28.6560,77.2304,Outdoor
Delhi,National Museum,Indoor,28.6143,77.2065,Indoor
Delhi,Lodhi Gardens,Park,28.5934,77.2195,Outdoor
Delhi,Lotus Temple Garden,Park,28.5535,77.2588,Outdoor
Delhi,Dilli Haat,Market,28.5806,77.1980,Outdoor
Delhi,Rashtrapati Bhavan,Historic,28.6143,77.1996,Indoor
Delhi,Nehru Planetarium,Indoor,28.6140,77.2050,Indoor
Delhi,Gurudwara Bangla Sahib,Historic,28.6443,77.2103,Indoor
Delhi,ISKCON Temple,Historic,28.6028,77.2465,Indoor
Delhi,Jantar Mantar,Historic,28.6324,77.2197,Outdoor
Delhi,National Gallery of Modern Art,Museum,28.6121,77.2107,Indoor
Delhi,Safdarjung Tomb,Historic,28.5835,77.2220,Outdoor
Delhi,Kamala Nehru Ridge,Park,28.6153,77.2010,Outdoor
Delhi,Dilli Haat INA,Market,28.5676,77.2075,Outdoor
Delhi,Laxminarayan Temple,Historic,28.6430,77.2125,Indoor
Delhi,Majnu Ka Tilla,Neighborhood,28.7045,77.2110,Outdoor
Mexico City,Zócalo,Landmark,19.4326,-99.1332,Outdoor
Mexico City,Frida Kahlo Museum,Museum,19.3554,-99.1620,Indoor
Mexico City,Chapultepec Castle,Historic,19.4204,-99.1819,Indoor
Mexico City,Palacio de Bellas Artes,Museum,19.4350,-99.1411,Indoor
Mexico City,Mexico City Metropolitan Cathedral,Historic,19.4342,-99.1337,Indoor
Mexico City,Templo Mayor,Historic,19.4340,-99.1327,Outdoor
Mexico City,Bosque de Chapultepec,Park,19.4200,-99.1810,Outdoor
Mexico City,Coyoacán,Neighborhood,19.3461,-99.1625,Outdoor
Mexico City,Paseo de la Reforma,Landmark,19.4322,-99.1381,Outdoor
Mexico City,National Museum of Anthropology,Museum,19.4260,-99.1860,Indoor
Mexico City,Soumaya Museum,Museum,19.4356,-99.2033,Indoor
Mexico City,Angel of Independence,Landmark,19.4270,-99.1677,Outdoor
Mexico City,La Condesa,Neighborhood,19.4121,-99.1746,Outdoor
Mexico City,Plaza Garibaldi,Entertainment,19.4419,-99.1360,Outdoor
Mexico City,San Ángel,Neighborhood,19.3428,-99.1763,Outdoor
Mexico City,Basilica of Our Lady of Guadalupe,Historic,19.4840,-99.1160,Indoor
Mexico City,National Palace,Historic,19.4341,-99.1325,Indoor
Mexico City,Alameda Central,Park,19.4329,-99.1387,Outdoor
Mexico City,Universidad Nacional Autónoma de México,Landmark,19.3326,-99.1880,Outdoor
Mexico City,El Ángel,Landmark,19.4270,-99.1677,Outdoor
Mexico City,Teotihuacan Pyramids,Historic,19.6925,-98.8430,Outdoor
Mexico City,Plaza de la Constitución,Landmark,19.4326,-99.1332,Outdoor
Mexico City,Coyoacán Market,Market,19.3461,-99.1625,Outdoor
Mexico City,Museo Jumex,Museum,19.4330,-99.1910,Indoor
Mexico City,Parque Hundido,Park,19.3775,-99.1795,Outdoor
Seoul,Gyeongbokgung Palace,Historic,37.5796,126.9770,Indoor
Seoul,N Seoul Tower,Landmark,37.5512,126.9882,Outdoor
Seoul,Bukchon Hanok Village,Neighborhood,37.5826,126.9830,Outdoor
Seoul,Changdeokgung Palace,Historic,37.5794,126.9910,Indoor
Seoul,Myeongdong Shopping Street,Market,37.5600,126.9850,Outdoor
Seoul,Insadong,Neighborhood,37.5740,126.9860,Outdoor
Seoul,Jogyesa Temple,Historic,37.5729,126.9860,Indoor
Seoul,Lotte World,Entertainment,37.5110,127.0980,Indoor
Seoul,Cheonggyecheon Stream,Recreation,37.5685,126.9770,Outdoor
Seoul,National Museum of Korea,Museum,37.5230,126.9800,Indoor
Seoul,Deoksugung Palace,Historic,37.5658,126.9753,Indoor
Seoul,Hongdae,Neighborhood,37.5563,126.9220,Outdoor
Seoul,COEX Mall,Shopping,37.5120,127.0580,Indoor
Seoul,Bosingak Bell Pavilion,Historic,37.5690,126.9770,Outdoor
Seoul,Cheong Wa Dae,Historic,37.6020,126.9740,Indoor
Seoul,Lotte Tower,Landmark,37.5131,127.1020,Outdoor
Seoul,Seoul Forest,Park,37.5444,127.0370,Outdoor
Seoul,Hangang Park,Park,37.5300,126.9910,Outdoor
Seoul,National Folk Museum of Korea,Museum,37.5799,126.9770,Indoor
Seoul,War Memorial of Korea,Historic,37.5361,126.9773,Indoor
Seoul,Gwanghwamun Square,Landmark,37.5714,126.9769,Outdoor
Seoul,Lotte World Tower Observation Deck,Landmark,37.5131,127.1020,Indoor
Seoul,Dongdaemun Design Plaza,Landmark,37.5663,127.0090,Outdoor
Seoul,Itaewon,Neighborhood,37.5342,126.9942,Outdoor
Seoul,Seodaemun Prison History Hall,Historic,37.5748,126.9369,Indoor
Cape Town,Table Mountain,Landmark,-33.9628,18.4098,Outdoor
Cape Town,Cape Point,Landmark,-34.3568,18.4956,Outdoor
Cape Town,Robben Island,Historic,-33.8063,18.3662,Outdoor
Cape Town,Kirstenbosch Botanical Garden,Park,-33.9882,18.4391,Outdoor
Cape Town,V&A Waterfront,Shopping,-33.9056,18.4200,Outdoor
Cape Town,Bo-Kaap,Neighborhood,-33.9246,18.4183,Outdoor
Cape Town,Signal Hill,Landmark,-33.9311,18.4086,Outdoor
Cape Town,Castle of Good Hope,Historic,-33.9275,18.4231,Indoor
Cape Town,Greenmarket Square,Landmark,-33.9251,18.4233,Outdoor
Cape Town,Table View Beach,Recreation,-33.8875,18.4942,Outdoor
Cape Town,Iziko South African Museum,Museum,-33.9180,18.4231,Indoor
Cape Town,Company's Garden,Park,-33.9250,18.4230,Outdoor
Cape Town,Chapman's Peak Drive,Recreation,-34.0861,18.3689,Outdoor
Cape Town,Hout Bay,Neighborhood,-34.0416,18.3416,Outdoor
Cape Town,Lion's Head,Landmark,-33.9600,18.4035,Outdoor
Cape Town,Noordehoek Beach,Recreation,-34.1053,18.3908,Outdoor
Cape Town,Two Oceans Aquarium,Indoor,-33.9058,18.4214,Indoor
Cape Town,Zeitz MOCAA,Museum,-33.9065,18.4226,Indoor
Cape Town,Muizenberg Beach,Recreation,-34.1030,18.4865,Outdoor
Cape Town,Boulders Beach,Recreation,-34.1975,18.4455,Outdoor
Cape Town,Cape Town Stadium,Sports,-33.9035,18.4144,Outdoor
Cape Town,Sydney Street Market,Market,-33.9180,18.4230,Outdoor
Cape Town,Long Street,Neighborhood,-33.9248,18.4241,Outdoor
Cape Town,De Waal Park,Park,-33.9408,18.4230,Outdoor
Cape Town,Signal Hill Hiking,Recreation,-33.9311,18.4086,Outdoor
Toronto,CN Tower,Landmark,43.6426,-79.3871,Outdoor
Toronto,Royal Ontario Museum,Museum,43.6677,-79.3948,Indoor
Toronto,Hockey Hall of Fame,Museum,43.6486,-79.3760,Indoor
Toronto,Art Gallery of Ontario,Museum,43.6536,-79.3925,Indoor
Toronto,Distillery District,Neighborhood,43.6500,-79.3590,Outdoor
Toronto,St. Lawrence Market,Market,43.6481,-79.3714,Indoor
Toronto,Hudson's Bay Centre,Shopping,43.6529,-79.3803,Indoor
Toronto,HIGH PARK,Park,43.6465,-79.4637,Outdoor
Toronto,Ripley's Aquarium,Indoor,43.6317,-79.3860,Indoor
Toronto,Harbourfront,Recreation,43.6370,-79.3819,Outdoor
Toronto,Casa Loma,Historic,43.6781,-79.4094,Indoor
Toronto,Toronto Islands,Recreation,43.6167,-79.3895,Outdoor
Toronto,Queen Street West,Neighborhood,43.6480,-79.4021,Outdoor
Toronto,Kensington Market,Neighborhood,43.6543,-79.3995,Outdoor
Toronto,Yorkville,Neighborhood,43.6700,-79.3940,Outdoor
Toronto,The PATH,Indoor,43.6532,-79.3832,Indoor
Toronto,Allan Gardens,Park,43.6650,-79.3700,Outdoor
Toronto,Ontario Science Centre,Museum,43.7167,-79.3406,Indoor
Toronto,University of Toronto,Landmark,43.6629,-79.3957,Outdoor
Toronto,Evergreen Brick Works,Recreation,43.6891,-79.3524,Outdoor
Toronto,Scotiabank Arena,Sports,43.6435,-79.3791,Indoor
Toronto,Humber Bay Park,Park,43.6155,-79.5050,Outdoor
Toronto,High Park Zoo,Park,43.6465,-79.4637,Outdoor
Toronto,Princess of Wales Theatre,Theater,43.6543,-79.3860,Indoor
Toronto,St. Michael's Cathedral,Historic,43.6534,-79.3763,Indoor
Berlin,Brandenburg Gate,Historic,52.5163,13.3777,Outdoor
Berlin,Berlin Wall Memorial,Historic,52.5351,13.3903,Outdoor
Berlin,Museum Island,Museum,52.5169,13.4010,Indoor
Berlin,Reichstag Building,Historic,52.5186,13.3762,Indoor
Berlin,Checkpoint Charlie,Historic,52.5076,13.3904,Outdoor
Berlin,Alexanderplatz,Neighborhood,52.5219,13.4132,Outdoor
Berlin,Berlin Cathedral,Historic,52.5192,13.4010,Indoor
Berlin,Potsdamer Platz,Neighborhood,52.5096,13.3759,Outdoor
Berlin,Gendarmenmarkt,Landmark,52.5138,13.3924,Outdoor
Berlin,Berlin Zoo,Park,52.5080,13.3378,Outdoor
Berlin,Kaiser Wilhelm Memorial Church,Historic,52.5145,13.3759,Indoor
Berlin,East Side Gallery,Landmark,52.5050,13.4396,Outdoor
Berlin,Charlottenburg Palace,Historic,52.5208,13.2950,Indoor
Berlin,Mauerpark,Park,52.5413,13.4021,Outdoor
Berlin,Tempelhofer Feld,Park,52.4730,13.3960,Outdoor
Berlin,Jewish Museum Berlin,Museum,52.5021,13.3951,Indoor
Berlin,Topography of Terror,Museum,52.5076,13.3904,Indoor
Berlin,Berlin Philharmonie,Theater,52.5083,13.2848,Indoor
Berlin,Tiergarten,Park,52.5145,13.3501,Outdoor
Berlin,Friedrichstraße,Shopping,52.5208,13.3875,Outdoor
Berlin,Unter den Linden,Neighborhood,52.5163,13.3777,Outdoor
Berlin,Hackescher Markt,Neighborhood,52.5233,13.4022,Outdoor
Berlin,Berlin Dungeon,Indoor,52.5215,13.4010,Indoor
Berlin,Aquarium Berlin,Indoor,52.5080,13.3378,Indoor
Berlin,Olympiastadion Berlin,Sports,52.5148,13.2397,Outdoor
Madrid,Plaza Mayor,Historic,40.4155,-3.7074,Outdoor
Madrid,Royal Palace of Madrid,Historic,40.4179,-3.7143,Indoor
Madrid,Prado Museum,Museum,40.4138,-3.6921,Indoor
Madrid,Retiro Park,Park,40.4153,-3.6846,Outdoor
Madrid,Puerta del Sol,Landmark,40.4168,-3.7038,Outdoor
Madrid,Gran Vía,Neighborhood,40.4203,-3.7058,Outdoor
Madrid,Santiago Bernabéu Stadium,Sports,40.4531,-3.6883,Outdoor
Madrid,Thyssen-Bornemisza Museum,Museum,40.4154,-3.6945,Indoor
Madrid,Reina Sofia Museum,Museum,40.4083,-3.6949,Indoor
Madrid,Temple of Debod,Historic,40.4240,-3.7170,Outdoor
Madrid,Cibeles Fountain,Landmark,40.4190,-3.6925,Outdoor
Madrid,Plaza de España,Landmark,40.4230,-3.7124,Outdoor
Madrid,Malasaña Neighborhood,Neighborhood,40.4250,-3.7070,Outdoor
Madrid,Chueca Neighborhood,Neighborhood,40.4230,-3.6990,Outdoor
Madrid,La Latina Neighborhood,Neighborhood,40.4150,-3.7100,Outdoor
Madrid,Puerta de Alcalá,Landmark,40.4204,-3.6883,Outdoor
Madrid,Sorolla Museum,Museum,40.4375,-3.6810,Indoor
Madrid,Lazaro Galdiano Museum,Museum,40.4330,-3.6861,Indoor
Madrid,El Rastro Market,Market,40.4148,-3.7073,Outdoor
Madrid,Real Jardín Botánico,Park,40.4155,-3.6846,Outdoor
Madrid,Calle de Alcalá,Neighborhood,40.4190,-3.6931,Outdoor
Madrid,Madrid Rio Park,Park,40.4012,-3.7123,Outdoor
Madrid,Las Ventas,Historic,40.4361,-3.6780,Outdoor
Madrid,Puerta de Toledo,Landmark,40.4090,-3.7100,Outdoor
Madrid,Monastery of El Escorial,Historic,40.5910,-4.1473,Outdoor
Mumbai,Gateway of India,Historic,18.9220,72.8347,Outdoor
Mumbai,Chhatrapati Shivaji Terminus,Historic,18.9400,72.8350,Indoor
Mumbai,Mumbai Marine Drive,Recreation,18.9430,72.8230,Outdoor
Mumbai,Elephanta Caves,Historic,18.9630,72.9310,Outdoor
Mumbai,Colaba Causeway,Shopping,18.9216,72.8279,Outdoor
Mumbai,Haji Ali Dargah,Historic,18.9820,72.8101,Indoor
Mumbai,Siddhivinayak Temple,Historic,19.0176,72.8300,Indoor
Mumbai,Juhu Beach,Recreation,19.0981,72.8265,Outdoor
Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,18.9255,72.8341,Indoor
Mumbai,Sanjay Gandhi National Park,Park,19.2154,72.9100,Outdoor
Mumbai,Bandra-Worli Sea Link,Landmark,18.9762,72.8108,Outdoor
Mumbai,Crawford Market,Market,18.9582,72.8304,Indoor
Mumbai,Prince of Wales Museum,Museum,18.9255,72.8341,Indoor
Mumbai,Hanging Gardens,Park,18.9966,72.8258,Outdoor
Mumbai,Chor Bazaar,Market,18.9550,72.8330,Outdoor
Mumbai,Mani Bhavan,Historic,18.9698,72.8194,Indoor
Mumbai,Nehru Planetarium,Indoor,18.9602,72.8221,Indoor
Mumbai,Gateway Theatre,Theater,18.9220,72.8347,Indoor
Mumbai,Global Vipassana Pagoda,Historic,19.1383,72.8296,Indoor
Mumbai,Mahalaxmi Temple,Historic,18.9828,72.8233,Indoor
Mumbai,Bombay High Court,Landmark,18.9493,72.8321,Indoor
Mumbai,Worli Fort,Historic,18.9825,72.8080,Outdoor
Mumbai,Versova Beach,Recreation,19.1461,72.8081,Outdoor
Mumbai,Haji Ali Park,Park,18.9811,72.8110,Outdoor
Mumbai,Bandra Fort,Historic,19.0543,72.8368,Outdoor
Venice,St. Mark's Basilica,Historic,45.4340,12.3390,Indoor
Venice,Doge's Palace,Historic,45.4336,12.3395,Indoor
Venice,Rialto Bridge,Landmark,45.4380,12.3350,Outdoor
Venice,Grand Canal,Landmark,45.4370,12.3350,Outdoor
Venice,Piazza San Marco,Historic,45.4343,12.3399,Outdoor
Venice,Gallerie dell'Accademia,Museum,45.4340,12.3316,Indoor
Venice,Teatro La Fenice,Theater,45.4346,12.3389,Indoor
Venice,Basilica di Santa Maria della Salute,Historic,45.4330,12.3308,Indoor
Venice,Bridge of Sighs,Historic,45.4334,12.3395,Outdoor
Venice,Lido di Venezia,Recreation,45.4376,12.3654,Outdoor
Venice,Isola di San Giorgio Maggiore,Historic,45.4297,12.3300,Outdoor
Venice,Peggy Guggenheim Collection,Museum,45.4320,12.3361,Indoor
Venice,Ca' Rezzonico,Museum,45.4331,12.3269,Indoor
Venice,Ca' d'Oro,Historic,45.4411,12.3331,Indoor
Venice,Santa Maria dei Miracoli,Historic,45.4405,12.3348,Indoor
Venice,Scuola Grande di San Rocco,Historic,45.4375,12.3280,Indoor
Venice,Punta della Dogana,Museum,45.4328,12.3351,Indoor
Venice,Campo Santa Margherita,Neighborhood,45.4370,12.3239,Outdoor
Venice,Fondaco dei Tedeschi,Historic,45.4378,12.3335,Indoor
Venice,Teatro Toniolo,Theater,45.4370,12.3240,Indoor
Venice,Ghetto di Venezia,Neighborhood,45.4404,12.3270,Outdoor
Venice,Ca' Pesaro,Museum,45.4342,12.3366,Indoor
Venice,Santa Maria Formosa,Historic,45.4375,12.3380,Indoor
Venice,Rialto Market,Market,45.4385,12.3355,Outdoor
Venice,Campo San Polo,Neighborhood,45.4389,12.3315,Outdoor
Lisbon,Belem Tower,Historic,38.6916,-9.2150,Outdoor
Lisbon,Jerónimos Monastery,Historic,38.6970,-9.2066,Indoor
Lisbon,São Jorge Castle,Historic,38.7139,-9.1335,Outdoor
Lisbon,Rossio Square,Neighborhood,38.7170,-9.1397,Outdoor
Lisbon,Baixa District,Neighborhood,38.7125,-9.1398,Outdoor
Lisbon,Alfama Neighborhood,Neighborhood,38.7128,-9.1307,Outdoor
Lisbon,National Tile Museum,Museum,38.7137,-9.1257,Indoor
Lisbon,Carmo Convent,Historic,38.7121,-9.1420,Indoor
Lisbon,Commerce Square,Historic,38.7071,-9.1355,Outdoor
Lisbon,25 de Abril Bridge,Landmark,38.7010,-9.1790,Outdoor
Lisbon,Oceanário de Lisboa,Indoor,38.7639,-9.0930,Indoor
Lisbon,Pena Palace,Historic,38.7879,-9.3900,Outdoor
Lisbon,Museu Nacional de Arte Antiga,Museum,38.7070,-9.1650,Indoor
Lisbon,Chiado Neighborhood,Neighborhood,38.7083,-9.1423,Outdoor
Lisbon,Príncipe Real Garden,Park,38.7163,-9.1451,Outdoor
Lisbon,Elevador de Santa Justa,Landmark,38.7125,-9.1399,Outdoor
Lisbon,Lisbon Cathedral,Historic,38.7099,-9.1331,Indoor
Lisbon,MAAT Museum,Museum,38.6938,-9.1965,Indoor
Lisbon,Bairro Alto,Neighborhood,38.7111,-9.1455,Outdoor
Lisbon,Lisbon Story Centre,Museum,38.7100,-9.1395,Indoor
Lisbon,Gulbenkian Museum,Museum,38.7280,-9.1543,Indoor
Lisbon,Museu do Fado,Museum,38.7105,-9.1335,Indoor
Lisbon,Santo António Church,Historic,38.7130,-9.1390,Indoor
Lisbon,Estufa Fria,Park,38.7531,-9.1655,Outdoor
Lisbon,Campo de Santa Clara,Neighborhood,38.7136,-9.1313,Outdoor
Athens,Acropolis,Historic,37.9715,23.7257,Outdoor
Athens,Parthenon,Historic,37.9715,23.7267,Outdoor
Athens,Acropolis Museum,Museum,37.9686,23.7286,Indoor
Athens,Plaka Neighborhood,Neighborhood,37.9735,23.7340,Outdoor
Athens,Temple of Olympian Zeus,Historic,37.9681,23.7332,Outdoor
Athens,Ancient Agora,Historic,37.9750,23.7229,Outdoor
Athens,National Archaeological Museum,Museum,37.9891,23.7310,Indoor
Athens,Syntagma Square,Neighborhood,37.9755,23.7348,Outdoor
Athens,Panathenaic Stadium,Historic,37.9681,23.7405,Outdoor
Athens,Lycabettus Hill,Landmark,37.9846,23.7490,Outdoor
Athens,Hadrian's Library,Historic,37.9750,23.7370,Outdoor
Athens,Monastiraki Square,Neighborhood,37.9755,23.7229,Outdoor
Athens,National Garden of Athens,Park,37.9750,23.7330,Outdoor
Athens,Byzantine and Christian Museum,Museum,37.9830,23.7400,Indoor
Athens,Museum of Cycladic Art,Museum,37.9783,23.7347,Indoor
Athens,Kerameikos,Historic,37.9801,23.7175,Outdoor
Athens,Gazi District,Neighborhood,37.9943,23.7170,Outdoor
Athens,Stavros Niarchos Foundation Cultural Center,Indoor,37.9364,23.7000,Indoor
Athens,Piraeus Port,Landmark,37.9450,23.6460,Outdoor
Athens,Mount Hymettus,Landmark,37.9367,23.7870,Outdoor
Athens,Municipal Art Gallery,Indoor,37.9795,23.7333,Indoor
Athens,Technopolis,Indoor,37.9940,23.7174,Indoor
Athens,Eleftherios Venizelos Tomb,Historic,37.9376,23.7320,Outdoor
Athens,Olympic Stadium,Historic,37.9961,23.7520,Outdoor
Athens,Athens War Museum,Museum,37.9750,23.7315,Indoor
Kyoto,Kiyomizu-dera,Historic,34.9949,135.7850,Outdoor
Kyoto,Fushimi Inari Taisha,Historic,34.9671,135.7727,Outdoor
Kyoto,Kinkaku-ji,Historic,35.0394,135.7292,Outdoor
Kyoto,Gion District,Neighborhood,35.0037,135.7781,Outdoor
Kyoto,Nijo Castle,Historic,35.0116,135.7470,Indoor
Kyoto,Arashiyama Bamboo Grove,Park,35.0095,135.6671,Outdoor
Kyoto,Kyoto Imperial Palace,Historic,35.0272,135.7629,Outdoor
Kyoto,Ryoan-ji,Park,35.0393,135.7076,Outdoor
Kyoto,Sanjusangen-do,Historic,35.0035,135.7737,Indoor
Kyoto,To-ji Temple,Historic,34.9865,135.7465,Indoor
Kyoto,Philosopher's Walk,Park,35.0261,135.7915,Outdoor
Kyoto,Kiyomizu-Gojo Street,Neighborhood,34.9945,135.7845,Outdoor
Kyoto,Heian Shrine,Historic,35.0132,135.7927,Outdoor
Kyoto,Murinan Garden,Park,35.0041,135.7689,Outdoor
Kyoto,Kamo River,Recreation,35.0113,135.7681,Outdoor
Kyoto,Kyoto National Museum,Museum,34.9875,135.7702,Indoor
Kyoto,Sanjo Bridge,Landmark,35.0010,135.7700,Outdoor
Kyoto,Katsura Imperial Villa,Historic,35.0110,135.6675,Outdoor
Kyoto,Tetsugaku-no-michi,Park,35.0265,135.7917,Outdoor
Kyoto,Nishiki Market,Market,35.0057,135.7670,Outdoor
Kyoto,Shoren-in,Historic,35.0144,135.7783,Indoor
Kyoto,Tofuku-ji,Historic,34.9810,135.7725,Outdoor
